Path,Directory,File,Category,Function,Namespace,Types,FieldCount,MethodCount,Fields,Methods,EnumValues,Size
Abilities\FishhookAbilityEffectParams.cs,Abilities,FishhookAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FishhookAbilityEffectParams,1,0,day:int,,,128
Abilities\FishhookModAbilityEffectParams.cs,Abilities,FishhookModAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FishhookModAbilityEffectParams,1,0,count:int,,,134
Abilities\FishnetAbilityEffect.cs,Abilities,FishnetAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FishnetAbilityEffect,0,1,,OnSold():void,,164
Abilities\FishnetAbilityEffectParams.cs,Abilities,FishnetAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FishnetAbilityEffectParams,2,0,count:int; packItem:PackItemSO,,,186
Abilities\FishnetBuffAbilityEffect.cs,Abilities,FishnetBuffAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FishnetBuffAbilityEffect,2,3,EffectId:int; FishnetBuffKey:string,OnInit():void; OnDestroy():void; OnDayEnd():UniTask,,424
Abilities\FishnetStuffAbilityEffect.cs,Abilities,FishnetStuffAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FishnetStuffAbilityEffect,0,2,,OnDayEnd():UniTask; GetCustomRemoveGold():int,,308
Abilities\FishnetStuffAbilityParams.cs,Abilities,FishnetStuffAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FishnetStuffAbilityParams,2,0,removeGold:int; fishnetBuff:AbilitySO,,,192
Abilities\FitnessRingAbilityEffect.cs,Abilities,FitnessRingAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FitnessRingAbilityEffect,0,1,,OnActive():UniTask,,252
Abilities\FitnessRingAbilityParams.cs,Abilities,FitnessRingAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FitnessRingAbilityParams,1,0,money:int,,,127
Abilities\FlamingoAbilityEffect.cs,Abilities,FlamingoAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlamingoAbilityEffect; struct _003COnActive_003Ed__0,6,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FlamingoAbilityEffect; _003Cmoney_003E5__2:BigInteger; _003C_003Eu__1:UniTask<Animal>.Awaiter; _003C_003Eu__2:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1463
Abilities\FlamingoAbilityParams.cs,Abilities,FlamingoAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlamingoAbilityParams,2,0,count:int; prob:float,,,148
Abilities\FlatheadAbilityEffect.cs,Abilities,FlatheadAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlatheadAbilityEffect; struct _003CKnockout_003Ed__1; struct _003COnActive_003Ed__0,13,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; animal:Animal; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FlatheadAbilityEffect; _003Cwidth_003E5__2:int; _003CgridPos_003E5__3:Vector2Int; _003Ci_003E5__4:int; _003C_003Eu__1:UniTask<bool>.Awaiter; _003CmoveTask_003E5__5:UniTask; _003C_003Eu__2:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnActive():UniTask; Knockout():void,,2544
Abilities\FlatheadAbilityEffectParams.cs,Abilities,FlatheadAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlatheadAbilityEffectParams,1,0,count:int,,,130
Abilities\FloatingAbilityEffect.cs,Abilities,FloatingAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FloatingAbilityEffect,1,4,FloatingMoneyKey:string,OnInit():void; OnItemStack():void; OnDestroy():void; SetItemActive():void,,409
Abilities\FloatingAbilityEffectParams.cs,Abilities,FloatingAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FloatingAbilityEffectParams,1,0,money:int,,,130
Abilities\FluoriteAbilityEffect.cs,Abilities,FluoriteAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FluoriteAbilityEffect; struct _003COnNightUpdate_003Ed__0,7,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FluoriteAbilityEffect; _003Canimals_003E5__2:List<Animal>; _003C_003Eu__1:UniTask.Awaiter; _003Ci_003E5__3:int; _003C_003Eu__2:UniTask<Animal>.Awaiter,MoveNext():void; SetStateMachine():void; OnNightUpdate():UniTask,,1485
Abilities\FlyAbilityEffect.cs,Abilities,FlyAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlyAbilityEffect; struct _003COnActive_003Ed__0,8,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FlyAbilityEffect; _003Cindex_003E5__2:int; _003CparasiteAbility_003E5__3:AbilitySO; _003C_003E7__wrap3:List<Animal>.Enumerator; _003Canimal_003E5__5:Animal; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1560
Abilities\FlyAbilityEffectParams.cs,Abilities,FlyAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlyAbilityEffectParams,2,0,count:int; parasiteAbility:AbilitySO,,,188
Abilities\FlyingfishAbilityEffect.cs,Abilities,FlyingfishAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlyingfishAbilityEffect; struct _003CActiveDive_003Ed__2,15,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FlyingfishAbilityEffect; gridPos:Vector2Int; _003Cmoney_003E5__2:int; _003CmaxJumpCount_003E5__3:int; _003ChasDive_003E5__4:bool; _003CjumpCount_003E5__5:int; _003CcurPos_003E5__6:Vector2Int; _003CownerAnimal_003E5__7:Animal; _003C_003E7__wrap7:List<Vector2Int>.Enumerator; _003CnewPos_003E5__9:Vector2Int; _003Ccell_003E5__10:MapCell; _003C_003Eu__1:UniTask.Awaiter; gridPosList:List<Vector2Int>,MoveNext():void; SetStateMachine():void; CanDive():bool; ActiveDive():UniTask,,1982
Abilities\FlyingfishAbilityEffectParams.cs,Abilities,FlyingfishAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlyingfishAbilityEffectParams,2,0,money:int; count:int,,,155
Abilities\FlySwatterAbilityEffect.cs,Abilities,FlySwatterAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlySwatterAbilityEffect; struct _003COnActive_003Ed__1,8,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FlySwatterAbilityEffect; _003Ccount_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003Ci_003E5__3:int; _003C_003Eu__2:UniTask<bool>.Awaiter; animals:List<Animal>,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1545
Abilities\FlySwatterAbilityEffectParams.cs,Abilities,FlySwatterAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlySwatterAbilityEffectParams,3,0,minCount:int; maxCount:int; money:int,,,184
Abilities\FlyTrigger.cs,Abilities,FlyTrigger.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlyTrigger; struct _003CShowCollider_003Ed__5,7,5,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; isShow:bool; _003C_003E4__this:FlyTrigger; _003C_003Eu__1:UniTask<EntityObject>.Awaiter; colliderObject:EntityObject; AllowMultiple:bool,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; ShowCollider():void,,1512
Abilities\FlyTriggerParams.cs,Abilities,FlyTriggerParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FlyTriggerParams,1,0,Desc:string,,,139
Abilities\FoodieBossAbilityEffect.cs,Abilities,FoodieBossAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FoodieBossAbilityEffect; struct _003COnActive_003Ed__0; struct _003COnDayLateUpdate_003Ed__1,8,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FoodieBossAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FoodieBossAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnActive():UniTask; OnDayLateUpdate():UniTask,,2380
Abilities\FoodieBossEffectParams.cs,Abilities,FoodieBossEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FoodieBossEffectParams,4,0,isPercent:bool; money:int; gold:int; goldLimit:int,,,202
Abilities\FoodieCatAbilityEffect.cs,Abilities,FoodieCatAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FoodieCatAbilityEffect,0,4,,OnInit():void; OnDestroy():void; OnStageStart():UniTask; SetExchangeRate():void,,400
Abilities\FoodieCatAbilityEffectParams.cs,Abilities,FoodieCatAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FoodieCatAbilityEffectParams,3,0,moneyPerGold:int; extraGoldBase:float; ratioOfMoney:List<float>,,,246
Abilities\ForemanBossAbilityEffect.cs,Abilities,ForemanBossAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanBossAbilityEffect; struct _003COnActive_003Ed__0,6,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ForemanBossAbilityEffect; _003Canimals_003E5__2:List<Animal>; _003Ctasks_003E5__3:List<UniTask>; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1479
Abilities\ForemanBossBuffAbilityEffect.cs,Abilities,ForemanBossBuffAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanBossBuffAbilityEffect; struct _003CShowEffect_003Ed__6,7,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:ForemanBossBuffAbilityEffect; _003C_003Eu__1:UniTask<EntityObject>.Awaiter; EffectId:int; createDay:int; effectObj:EntityObject,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnUpdateInHouse():UniTask; ShowEffect():void,,1616
Abilities\ForemanBossBuffEffectParams.cs,Abilities,ForemanBossBuffEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanBossBuffEffectParams,1,0,effectSO:EffectSO,,,162
Abilities\ForemanBossEffectParams.cs,Abilities,ForemanBossEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanBossEffectParams,3,0,count:int; isAllField:bool; foreAbility:AbilitySO,,,214
Abilities\ForemanCatAbilityEffect.cs,Abilities,ForemanCatAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanCatAbilityEffect; struct _003COnHeroActive_003Ed__0,7,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; targets:object[]; _003C_003E4__this:ForemanCatAbilityEffect; _003C_003E7__wrap1:object[]; _003C_003E7__wrap2:int; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnHeroActive():UniTask; OnCheckTarget():bool,,1548
Abilities\ForemanCatAbilityParams.cs,Abilities,ForemanCatAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanCatAbilityParams,1,0,foreBuff:AbilitySO,,,159
Abilities\ForemanCatBuffAbilityEffect.cs,Abilities,ForemanCatBuffAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanCatBuffAbilityEffect,1,5,reInit:bool,OnInit():void; OnDayEnd():UniTask; OnDayEndInHouse():UniTask; ShowEffect():void; AddHighPriority():void,,504
Abilities\ForemanCatBuffAbilityParams.cs,Abilities,ForemanCatBuffAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ForemanCatBuffAbilityParams,1,0,effectSO:EffectSO,,,162
Abilities\FortuneHatEffect.cs,Abilities,FortuneHatEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FortuneHatEffect,1,2,EffectId:int,OnGameInit():UniTask; OnActive():UniTask,,364
Abilities\FortuneHatEffectParams.cs,Abilities,FortuneHatEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FortuneHatEffectParams,1,0,gold:int,,,124
Abilities\FossilBreakLimitEventEffect.cs,Abilities,FossilBreakLimitEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilBreakLimitEventEffect,0,1,,OnActive():UniTask,,271
Abilities\FossilBreakLimitEventEffectParams.cs,Abilities,FossilBreakLimitEventEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilBreakLimitEventEffectParams,1,0,count:int,,,140
Abilities\FossilPowerAbilityEffect.cs,Abilities,FossilPowerAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilPowerAbilityEffect,1,2,EffectId:int,OnActive():UniTask; AddBaseMoney():UniTask,,416
Abilities\FossilPowerAbilityEffectParams.cs,Abilities,FossilPowerAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilPowerAbilityEffectParams,1,0,money:int,,,133
Abilities\FossilReward.cs,Abilities,FossilReward.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class FossilReward,5,0,type:FossilRewardType; value:int; rarities:List<Rarity>; animalTypes:List<AnimalType>; itemTypes:List<ItemType>,,,312
Abilities\FossilRewardCountEventEffect.cs,Abilities,FossilRewardCountEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilRewardCountEventEffect,1,3,rewardCount:int,OnNewGameInit():void; OnActive():UniTask; OnGameOver():void,,444
Abilities\FossilRewardCountEventEffectParams.cs,Abilities,FossilRewardCountEventEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilRewardCountEventEffectParams,2,0,fossilCount:int; count:int,,,170
Abilities\FossilRewardGroup.cs,Abilities,FossilRewardGroup.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class FossilRewardGroup,2,0,fossilCount:int; rewards:List<FossilReward>,,,213
Abilities\FossilRewardType.cs,Abilities,FossilRewardType.cs,能力系统,枚举或类型标识定义,Shepherd.Abilities,enum FossilRewardType,0,0,,,FossilRewardType=Money = 0|ShopGold = 1|Animal = 2|DinosaurAnimal = 3|DinosaurItem = 4,164
Abilities\FossilRouletteAbilityEffect.cs,Abilities,FossilRouletteAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilRouletteAbilityEffect,6,8,MaxFossilKey:string; ExtraMaxFossilKey:string; fossil:BigInteger; Fossil:BigInteger; MaxFossilCount:long; IsFossilReachLimit:bool,OnInit():void; OnDestroy():void; AddFossil():void; GetMatchRewardGroup():FossilRewardGroup; GetAllFossilRewardGroups():void; UpdateRarity():void; UpdateSubscript():void; UpdateMaxFossil():void,,1004
Abilities\FossilRouletteAbilityEffectParams.cs,Abilities,FossilRouletteAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilRouletteAbilityEffectParams,2,1,maxFossilCount:long; rewardGroups:List<FossilRewardGroup>,InitBlackboard():void,,329
Abilities\FossilScannerAbilityEffect.cs,Abilities,FossilScannerAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilScannerAbilityEffect,0,1,,OnActive():UniTask,,262
Abilities\FossilScannerAbilityEffectParams.cs,Abilities,FossilScannerAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FossilScannerAbilityEffectParams,1,0,mul:int,,,133
Abilities\FoxTailAbilityEffect.cs,Abilities,FoxTailAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FoxTailAbilityEffect,0,4,,OnInit():void; OnDestroy():void; OnActive():UniTask; OnPreyOn():void,,578
Abilities\FoxTailAbilityParams.cs,Abilities,FoxTailAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FoxTailAbilityParams,3,0,eatCount:int; step:int; money:int,,,213
Abilities\FreeLunchAbilityEffect.cs,Abilities,FreeLunchAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FreeLunchAbilityEffect,0,1,,ComputeSellGold():void,,194
Abilities\FreeLunchAbilityEffectParams.cs,Abilities,FreeLunchAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FreeLunchAbilityEffectParams,1,0,gold:int,,,130
Abilities\FrogAbilityEffect.cs,Abilities,FrogAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FrogAbilityEffect; struct _003COnActive_003Ed__0,8,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FrogAbilityEffect; _003Ctask_003E5__2:UniTask; _003C_003E7__wrap2:List<Animal>.Enumerator; _003Canimal_003E5__4:Animal; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<bool>.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1538
Abilities\FrozenTrigger.cs,Abilities,FrozenTrigger.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FrozenTrigger; struct _003CNextTick_003Ed__18; struct _003COnDayStart_003Ed__16; struct _003CUnfreeze_003Ed__23,25,19,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FrozenTrigger; tickCount:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FrozenTrigger; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:FrozenTrigger; remainingDays:int; _003CfinalMultiplier_003E5__2:int; _003CactualMoney_003E5__3:BigInteger; _003C_003Eu__1:UniTask.Awaiter; TriggerId:int; FrozenAllowMoneyKey:string; tick:int; createDay:int; multiplier:int; AllowMultiple:bool; TickCount:int; EnableTick:bool; StackDesc:string,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnDayBefore():UniTask; OnDayStart():UniTask; OnVisible():void; NextTick():UniTask; AddTick():void; SetTickCount():void; GetUnfreezeMultiplier():int; OnComputeAddMoneyEvent():void; Unfreeze():UniTask; ShowTickText():void; HideTickText():void,,4631
Abilities\FrozenTriggerParams.cs,Abilities,FrozenTriggerParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FrozenTriggerParams,9,0,tickCount:int; initMultiplier:int; multiplierPerDay:int; frozenMaterial:Material; frozenSound:SoundSO; unfreezeEffect:EffectSO; extraTick:int; ExtraTick:int; FrozenTick:int,,,567
Abilities\FungusAbilityEffect.cs,Abilities,FungusAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FungusAbilityEffect,3,3,FungusMoneyKey:string; addMoney:int; Money:int,OnInit():void; OnDestroy():void; OnActive():UniTask,,517
Abilities\FungusAbilityEffectParams.cs,Abilities,FungusAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class FungusAbilityEffectParams,1,1,money:int,InitBlackboard():void,,226
Abilities\GazelleAbilityEffect.cs,Abilities,GazelleAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GazelleAbilityEffect; struct _003COnActive_003Ed__1,8,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GazelleAbilityEffect; _003Canimal_003E5__2:Animal; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<bool>.Awaiter; _003C_003Eu__3:UniTask<Animal>.Awaiter; animals:List<Animal>,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1561
Abilities\GazelleAbilityEffectParams.cs,Abilities,GazelleAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GazelleAbilityEffectParams,1,0,money:int,,,129
Abilities\GeckoAbilityEffect.cs,Abilities,GeckoAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GeckoAbilityEffect; struct _003COnActive_003Ed__0,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GeckoAbilityEffect; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1362
Abilities\GeneTechAbilityEffect.cs,Abilities,GeneTechAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GeneTechAbilityEffect,1,4,GeneTechProbKey:string,OnInit():void; OnItemStack():void; OnDestroy():void; SetItemActive():void,,407
Abilities\GeneTechAbilityEffectParams.cs,Abilities,GeneTechAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GeneTechAbilityEffectParams,1,0,prob:float,,,131
Abilities\GeocheloneAbilityEffect.cs,Abilities,GeocheloneAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GeocheloneAbilityEffect; struct _003COnActive_003Ed__0,11,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GeocheloneAbilityEffect; _003Ctargets_003E5__2:List<Animal>; _003Clevel_003E5__3:int; _003ChasActive_003E5__4:bool; _003Cindex_003E5__5:int; _003Ci_003E5__6:int; _003Canimal_003E5__7:Animal; _003CtickTrigger_003E5__8:ITickTrigger; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1659
Abilities\GerbilAbilityEffect.cs,Abilities,GerbilAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GerbilAbilityEffect; struct _003COnActive_003Ed__5,7,7,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GerbilAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; EffectId:int; money:BigInteger; floatingTarget:HidenFloatingTarget,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnActive():UniTask; OnRemoved():UniTask; OnComputeAddMoneyEvent():void,,1830
Abilities\GerbilAbilityEffectParams.cs,Abilities,GerbilAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GerbilAbilityEffectParams,1,0,ratio:float,,,130
Abilities\GhostBossAbilityEffect.cs,Abilities,GhostBossAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GhostBossAbilityEffect,0,1,,OnActive():UniTask,,247
Abilities\GhostBossEffectParams.cs,Abilities,GhostBossEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GhostBossEffectParams,2,0,isAllField:bool; ratio:int,,,153
Abilities\GhostCatAbilityEffect.cs,Abilities,GhostCatAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GhostCatAbilityEffect; struct _003CAddMoney_003Ed__6; struct _003COnAfterNextDay_003Ed__4,12,10,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GhostCatAbilityEffect; _003CcurMoney_003E5__2:BigInteger; _003CcurStage_003E5__3:int; _003C_003Eu__1:UniTask.Awaiter; _003Ci_003E5__4:int; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GhostCatAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; money:BigInteger,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnActive():UniTask; OnAfterNextDay():UniTask; OnProcedureGameStateChangeEvent():void; AddMoney():UniTask,,2873
Abilities\GiantEnterCountEventAbilityEffect.cs,Abilities,GiantEnterCountEventAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantEnterCountEventAbilityEffect,2,2,animalIds:HashSet<int>; TargetCount:int,OnDestroy():void; OnActive():UniTask,,497
Abilities\GiantEnterCountEventAbilityEffectParams.cs,Abilities,GiantEnterCountEventAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantEnterCountEventAbilityEffectParams,1,0,count:int,,,146
Abilities\GiantPreyCountEventAbilityEffect.cs,Abilities,GiantPreyCountEventAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantPreyCountEventAbilityEffect,1,1,TargetCount:int,OnActive():UniTask,,332
Abilities\GiantPreyCountEventAbilityEffectParams.cs,Abilities,GiantPreyCountEventAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantPreyCountEventAbilityEffectParams,1,0,count:int,,,145
Abilities\GiantSquidAbilityEffect.cs,Abilities,GiantSquidAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantSquidAbilityEffect,0,1,,OnActive():UniTask,,258
Abilities\GiantSquidAbilityEffectParams.cs,Abilities,GiantSquidAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantSquidAbilityEffectParams,1,0,money:int,,,132
Abilities\GiantTrigger.cs,Abilities,GiantTrigger.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantTrigger; struct _003CInternalShowCellOutline_003Ed__19; struct _003CShowCellOutline_003Ed__18,18,16,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GiantTrigger; _003C_003Eu__1:UniTask<EntityObject>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; visible:bool; _003C_003E4__this:GiantTrigger; _003C_003Eu__1:UniTask.Awaiter; TriggerId:int; SizeKey:string; AddScalePerSize:float; size:int; outlineSize:int; cellOutline:EntityObject; curOutlineSize:int; AllowMultiple:bool; Size:int,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnVisible():void; OnEnterToGrid():UniTask; OnEnterToGridInNight():UniTask; AddSize():void; UpdateBlackboard():void; ShowCellOutline():UniTask; InternalShowCellOutline():UniTask; UpdatePaperSize():void; OnComputeAddMoneyEvent():void; OnComputeAddFossilEvent():void,,3535
Abilities\GiantTriggerParams.cs,Abilities,GiantTriggerParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiantTriggerParams,3,1,size:int; Size:int; Desc:string,InitBlackboard():void,,288
